a0,a1,class
8.28531,13.5879,b'0'
11.3977,7.4489,b'0'
7.73624,10.6803,b'0'
8.10197,11.8327,b'0'
11.2948,7.67373,b'0'
10.027,9.67945,b'0'
7.02699,8.03695,b'0'
5.04861,9.78055,b'0'
4.96348,11.5684,b'0'
8.86468,10.8412,b'0'
10.9935,10.7392,b'0'
8.23873,6.7269,b'0'
10.8208,7.09689,b'0'
8.07566,10.6126,b'0'
9.11022,8.28457,b'0'
10.4556,11.08,b'0'
10.2155,7.65196,b'0'
10.9229,9.54198,b'0'
9.10084,7.02085,b'0'
8.9209,7.59777,b'0'
9.40957,7.53336,b'0'
8.50307,6.42181,b'0'
9.29751,11.7944,b'0'
12.4427,12.0645,b'0'
7.24522,4.35108,b'0'
11.7208,6.70933,b'0'
10.2301,8.22207,b'0'
9.193,6.43631,b'0'
8.44458,10.999,b'0'
8.14173,8.99963,b'0'
8.33594,7.96782,b'0'
11.1075,7.19083,b'0'
13.7146,10.7994,b'0'
10.5988,8.78853,b'0'
11.7371,9.19569,b'0'
8.73108,9.80624,b'0'
8.3493,10.4929,b'0'
10.3584,11.7269,b'0'
7.74875,6.06392,b'0'
13.277,6.7331,b'0'
7.98839,6.48958,b'0'
5.63999,7.95249,b'0'
11.019,8.46032,b'0'
13.533,9.73529,b'0'
6.84702,10.7126,b'0'
4.33838,8.78748,b'0'
7.12712,7.10559,b'0'
9.53917,9.67358,b'0'
7.57425,6.27815,b'0'
10.036,7.46403,b'0'
7.58285,6.74504,b'0'
7.48151,7.34905,b'0'
12.2484,10.2762,b'0'
5.8692,11.1175,b'0'
5.09561,15.0267,b'0'
7.52603,8.87376,b'0'
8.7816,8.41973,b'0'
8.05791,9.25993,b'0'
8.85262,7.24078,b'0'
9.63471,7.8983,b'0'
6.70024,7.92462,b'0'
12.2256,9.36132,b'0'
10.8905,9.48874,b'0'
6.79037,8.16634,b'0'
8.6595,7.86563,b'0'
11.0638,5.88238,b'0'
9.45122,12.332,b'0'
9.70368,9.62953,b'0'
8.67796,7.36794,b'0'
10.9059,8.40477,b'0'
7.62556,11.5514,b'0'
7.65089,9.59332,b'0'
12.6918,11.4815,b'0'
3.46508,9.30123,b'0'
7.54994,10.8137,b'0'
7.10825,7.25509,b'0'
10.6276,8.0659,b'0'
6.93566,7.93538,b'0'
11.0995,3.31138,b'0'
7.87907,10.0555,b'0'
8.81235,8.67958,b'0'
7.50823,5.88579,b'0'
