a0,a1,class
7.28531,12.5879,b'0'
10.3977,6.4489,b'0'
6.73624,9.68033,b'0'
7.10197,10.8327,b'0'
10.2948,6.67373,b'0'
9.02703,8.67945,b'0'
6.02699,7.03695,b'0'
4.04861,8.78055,b'0'
3.96348,10.5684,b'0'
7.86468,9.84118,b'0'
9.99347,9.73924,b'0'
7.23873,5.7269,b'0'
9.82083,6.09689,b'0'
7.07566,9.61258,b'0'
8.11022,7.28457,b'0'
9.4556,10.08,b'0'
9.21546,6.65196,b'0'
9.92294,8.54198,b'0'
8.10084,6.02085,b'0'
7.9209,6.59777,b'0'
8.40957,6.53336,b'0'
7.50307,5.42181,b'0'
8.29751,10.7944,b'0'
11.4427,11.0645,b'0'
6.24522,3.35108,b'0'
10.7208,5.70933,b'0'
9.2301,7.22207,b'0'
8.193,5.43631,b'0'
7.44458,9.99901,b'0'
7.14173,7.99963,b'0'
7.33594,6.96782,b'0'
10.1075,6.19083,b'0'
12.7146,9.79938,b'0'
9.59882,7.78853,b'0'
10.7371,8.19569,b'0'
7.73108,8.80624,b'0'
7.3493,9.49292,b'0'
9.35841,10.7269,b'0'
6.74875,5.06392,b'0'
12.277,5.7331,b'0'
6.98839,5.48958,b'0'
4.63999,6.95249,b'0'
10.019,7.46032,b'0'
12.533,8.73529,b'0'
5.84702,9.71259,b'0'
3.33838,7.78748,b'0'
6.12712,6.10559,b'0'
8.53917,8.67358,b'0'
6.57425,5.27815,b'0'
9.03597,6.46403,b'0'
6.58285,5.74504,b'0'
6.48151,6.34905,b'0'
11.2484,9.27621,b'0'
4.8692,10.1175,b'0'
4.09561,14.0267,b'0'
6.52603,7.87376,b'0'
7.7816,7.41973,b'0'
7.05791,8.25993,b'0'
7.85262,6.24078,b'0'
8.63471,6.8983,b'0'
5.70024,6.92462,b'0'
11.2256,8.36132,b'0'
9.8905,8.48874,b'0'
5.79037,7.16634,b'0'
7.6595,6.86563,b'0'
10.0638,4.88238,b'0'
8.45122,11.332,b'0'
8.70368,8.62953,b'0'
7.67796,6.36794,b'0'
9.9059,7.40477,b'0'
6.62556,10.5514,b'0'
6.65089,8.59332,b'0'
11.6918,10.4815,b'0'
2.46508,8.30123,b'0'
6.54994,9.81373,b'0'
6.10825,6.25509,b'0'
9.62755,7.0659,b'0'
5.93566,6.93538,b'0'
10.0995,2.31138,b'0'
6.87907,9.05554,b'0'
7.81235,7.67958,b'0'
6.50823,4.88579,b'0'
10.0082,7.5426,b'0'
8.5436,7.93228,b'0'
5.7761,8.63942,b'0'
9.76867,6.33691,b'0'
8.30426,6.26709,b'0'
9.33034,6.74822,b'0'
11.3593,10.7495,b'0'
7.5029,6.89098,b'0'
4.89216,6.34875,b'0'
9.61186,7.80137,b'0'
10.5926,4.65122,b'0'
8.80505,7.71849,b'0'
7.36716,7.96609,b'0'
10.836,8.83486,b'0'
10.3408,8.20427,b'0'
10.7508,5.3146,b'0'
6.99295,4.53347,b'0'
9.14819,5.50987,b'0'
8.84085,9.49512,b'0'
8.30862,8.36246,b'0'
7.1322,9.57351,b'0'
8.72761,9.78502,b'0'
7.30566,5.542,b'0'
7.98021,8.3726,b'0'
6.5823,9.24782,b'0'
6.62857,7.66298,b'0'
6.77491,6.00527,b'0'
8.0897,8.89156,b'0'
6.01785,8.55247,b'0'
7.47169,11.3645,b'0'
8.68765,6.90464,b'0'
8.23833,7.56372,b'0'
11.1656,8.39682,b'0'
12.1475,10.1248,b'0'
7.79824,4.08769,b'0'
6.02572,8.8846,b'0'
10.028,12.6536,b'0'
10.3239,10.8874,b'0'
10.2465,8.48935,b'0'
9.40946,5.46356,b'0'
4.3978,10.9913,b'0'
8.09691,7.99308,b'0'
10.2247,10.1124,b'0'
10.8525,11.2269,b'0'
4.21638,6.42039,b'0'
9.95116,8.86836,b'0'
9.86975,9.15925,b'0'
5.72302,7.09301,b'0'
10.1057,6.25801,b'0'
6.5473,2.07281,b'0'
6.51972,7.66828,b'0'
8.52537,8.8748,b'0'
11.8802,5.98323,b'0'
10.6516,6.84141,b'0'
9.08235,2.91214,b'0'
6.77808,7.15448,b'0'
8.7698,10.0919,b'0'
10.6008,6.8102,b'0'
6.02262,9.92415,b'0'
7.88875,8.56865,b'0'
8.88609,8.12866,b'0'
7.77966,7.93818,b'0'
7.48003,10.6462,b'0'
8.08403,6.74642,b'0'
9.06245,8.6505,b'0'
8.71949,6.08855,b'0'
3.97507,8.10269,b'0'
9.43804,2.24336,b'0'
7.59868,7.10545,b'0'
5.47802,6.59164,b'0'
11.2945,8.80331,b'0'
9.31845,8.3911,b'0'
12.5576,7.50309,b'0'
6.21559,4.11077,b'0'
10.6122,10.7167,b'0'
8.11981,11.2858,b'0'
6.3429,4.78901,b'0'
4.89259,6.05398,b'0'
5.08104,6.13574,b'0'
7.81318,5.23553,b'0'
7.5701,8.39647,b'0'
5.31482,11.028,b'0'
10.6697,5.43822,b'0'
11.8645,9.46709,b'0'
7.78445,8.31931,b'0'
8.19792,6.22076,b'0'
7.93044,9.66319,b'0'
9.20259,6.75698,b'0'
9.67078,5.65239,b'0'
12.7353,9.24336,b'0'
12.0138,10.1325,b'0'
7.97716,8.51295,b'0'
9.67837,9.24979,b'0'
8.75891,8.86681,b'0'
5.35056,7.42417,b'0'
9.18784,8.44429,b'0'
6.52211,8.85701,b'0'
7.24623,3.47186,b'0'
5.7203,8.16994,b'0'
10.3429,5.04905,b'0'
9.97651,7.1169,b'0'
7.89544,10.5722,b'0'
8.93859,5.67109,b'0'
8.76829,11.6537,b'0'
6.43957,10.4901,b'0'
10.1157,7.00317,b'0'
6.46814,7.16604,b'0'
7.42364,10.6233,b'0'
9.97083,11.3025,b'0'
8.14175,6.16177,b'0'
8.39046,9.22241,b'0'
11.1173,6.33278,b'0'
9.88118,10.3915,b'0'
13.5706,7.2696,b'0'
9.19834,5.28932,b'0'
8.77766,8.93866,b'0'
6.61968,5.05069,b'0'
11.6348,6.40862,b'0'
7.84587,7.02506,b'0'
9.0707,10.3296,b'0'
5.69622,8.37956,b'0'
7.87384,9.45982,b'0'
7.02847,9.06408,b'0'
7.1496,9.57138,b'0'
6.04627,6.20369,b'0'
6.45447,4.33871,b'0'
8.53725,12.5629,b'0'
7.35666,13.2297,b'0'
8.07828,8.00651,b'0'
8.26763,8.24585,b'0'
9.19087,5.76906,b'0'
8.43696,9.33475,b'0'
8.46186,8.31612,b'0'
9.55777,9.8791,b'0'
10.1924,6.95816,b'0'
10.237,7.06315,b'0'
10.5455,6.44122,b'0'
7.46512,7.01636,b'0'
4.80068,8.56432,b'0'
9.55692,8.3326,b'0'
9.21127,13.1372,b'0'
10.7987,11.2023,b'0'
9.22259,7.04498,b'0'
8.80729,6.50124,b'0'
6.32831,7.57361,b'0'
5.55944,7.41454,b'0'
9.27556,5.60753,b'0'
6.36323,9.19849,b'0'
9.20625,11.8963,b'0'
8.70887,6.4083,b'0'
6.95043,7.84081,b'0'
7.45622,10.1031,b'0'
7.76939,5.22319,b'0'
5.32442,6.94493,b'0'
8.81878,8.52316,b'0'
7.07439,6.33978,b'0'
10.9528,8.55791,b'0'
10.7328,8.0697,b'0'
9.99367,7.84183,b'0'
9.58315,9.77967,b'0'
11.2456,6.38442,b'0'
10.1339,8.04774,b'0'
9.39579,10.9623,b'0'
9.5487,7.23836,b'0'
11.5037,8.32337,b'0'
6.14489,6.00775,b'0'
10.1752,10.0333,b'0'
8.54238,10.3438,b'0'
8.00489,-0.205354,b'1'
7.01881,-2.73678,b'1'
5.85829,-1.28475,b'1'
9.53951,0.504605,b'1'
8.69924,0.633384,b'1'
8.93517,3.67714,b'1'
11.273,0.0237808,b'1'
10.6377,-2.05501,b'1'
10.1057,-0.467448,b'1'
9.80343,-1.36129,b'1'
9.71816,-0.68217,b'1'
9.16446,1.82576,b'1'
6.2291,-4.31389,b'1'
10.161,1.54495,b'1'
4.58918,2.01514,b'1'
12.5526,3.88719,b'1'
6.73896,2.08738,b'1'
7.63189,-2.23499,b'1'
5.58537,-0.220552,b'1'
7.07247,-0.97116,b'1'
8.37541,-0.57065,b'1'
5.32449,-2.03192,b'1'
11.3202,0.0324652,b'1'
6.27758,-1.69886,b'1'
9.84837,0.011275,b'1'
7.90408,-1.38654,b'1'
4.04079,-0.409494,b'1'
7.6263,-0.489564,b'1'
9.47031,2.91318,b'1'
6.11791,1.41167,b'1'
