a0,a1,class
6.28531,11.5879,b'0'
9.39775,5.4489,b'0'
5.73624,8.68033,b'0'
6.10197,9.83266,b'0'
9.29479,5.67373,b'0'
8.02703,7.67945,b'0'
5.02699,6.03695,b'0'
3.04861,7.78055,b'0'
2.96348,9.56842,b'0'
6.86468,8.84118,b'0'
8.99347,8.73924,b'0'
6.23873,4.7269,b'0'
8.82083,5.09689,b'0'
6.07566,8.61258,b'0'
7.11022,6.28457,b'0'
8.4556,9.07996,b'0'
8.21546,5.65196,b'0'
8.92294,7.54198,b'0'
7.10084,5.02085,b'0'
6.9209,5.59777,b'0'
7.40957,5.53336,b'0'
6.50307,4.42181,b'0'
7.29751,9.79439,b'0'
10.4427,10.0645,b'0'
5.24522,2.35108,b'0'
9.72078,4.70933,b'0'
8.2301,6.22207,b'0'
7.193,4.43631,b'0'
6.44458,8.99901,b'0'
6.14173,6.99963,b'0'
6.33594,5.96782,b'0'
9.10747,5.19083,b'0'
11.7146,8.79938,b'0'
8.59882,6.78853,b'0'
9.73712,7.19569,b'0'
6.73108,7.80624,b'0'
6.3493,8.49292,b'0'
8.35841,9.72693,b'0'
5.74875,4.06392,b'0'
11.277,4.7331,b'0'
5.98839,4.48958,b'0'
3.63999,5.95249,b'0'
9.01903,6.46032,b'0'
11.533,7.73529,b'0'
4.84702,8.71259,b'0'
2.33838,6.78748,b'0'
5.12712,5.10559,b'0'
7.53917,7.67358,b'0'
5.57425,4.27815,b'0'
8.03597,5.46403,b'0'
5.58285,4.74504,b'0'
5.48151,5.34905,b'0'
10.2484,8.27621,b'0'
3.8692,9.11747,b'0'
3.09561,13.0267,b'0'
5.52603,6.87376,b'0'
6.7816,6.41973,b'0'
6.05791,7.25993,b'0'
6.85262,5.24078,b'0'
7.63471,5.8983,b'0'
4.70024,5.92462,b'0'
10.2256,7.36132,b'0'
8.8905,7.48874,b'0'
4.79037,6.16634,b'0'
6.6595,5.86563,b'0'
9.06383,3.88238,b'0'
7.45122,10.332,b'0'
7.70368,7.62953,b'0'
6.67796,5.36794,b'0'
8.9059,6.40477,b'0'
5.62556,9.55139,b'0'
5.65089,7.59332,b'0'
10.6918,9.48145,b'0'
1.46508,7.30123,b'0'
5.54994,8.81373,b'0'
5.10825,5.25509,b'0'
8.62755,6.0659,b'0'
4.93566,5.93538,b'0'
9.09949,1.31138,b'0'
5.87907,8.05554,b'0'
6.81235,6.67958,b'0'
5.50823,3.88579,b'0'
9.00819,6.5426,b'0'
7.5436,6.93228,b'0'
4.7761,7.63942,b'0'
8.76867,5.33691,b'0'
7.30426,5.26709,b'0'
8.33034,5.74822,b'0'
10.3593,9.7495,b'0'
6.5029,5.89098,b'0'
3.89216,5.34875,b'0'
8.61186,6.80137,b'0'
9.59263,3.65122,b'0'
7.80505,6.71849,b'0'
6.36716,6.96609,b'0'
9.83605,7.83486,b'0'
9.34082,7.20427,b'0'
9.75084,4.3146,b'0'
5.99295,3.53347,b'0'
8.14819,4.50987,b'0'
7.84085,8.49512,b'0'
7.30862,7.36246,b'0'
6.1322,8.57351,b'0'
7.72761,8.78502,b'0'
6.30566,4.542,b'0'
6.98021,7.3726,b'0'
5.5823,8.24782,b'0'
5.62857,6.66298,b'0'
5.77491,5.00527,b'0'
7.0897,7.89156,b'0'
5.01785,7.55247,b'0'
6.47169,10.3645,b'0'
7.68765,5.90464,b'0'
7.23833,6.56372,b'0'
10.1656,7.39682,b'0'
11.1475,9.12483,b'0'
6.79824,3.08769,b'0'
5.02572,7.8846,b'0'
9.02797,11.6536,b'0'
9.32391,9.88737,b'0'
9.24651,7.48935,b'0'
8.40946,4.46356,b'0'
3.3978,9.99126,b'0'
7.09691,6.99308,b'0'
9.22474,9.11237,b'0'
9.85246,10.2269,b'0'
3.21638,5.42039,b'0'
8.95116,7.86836,b'0'
8.86975,8.15925,b'0'
4.72302,6.09301,b'0'
9.10566,5.25801,b'0'
5.5473,1.07281,b'0'
5.51972,6.66828,b'0'
7.52537,7.8748,b'0'
10.8802,4.98323,b'0'
9.65158,5.84141,b'0'
8.08235,1.91214,b'0'
5.77808,6.15448,b'0'
7.7698,9.09194,b'0'
9.60078,5.8102,b'0'
5.02262,8.92415,b'0'
6.88875,7.56865,b'0'
7.88609,7.12866,b'0'
6.77966,6.93818,b'0'
6.48003,9.64619,b'0'
7.08403,5.74642,b'0'
8.06245,7.6505,b'0'
7.71949,5.08855,b'0'
2.97507,7.10269,b'0'
8.43804,1.24336,b'0'
6.59868,6.10545,b'0'
4.47802,5.59164,b'0'
10.2945,7.80331,b'0'
8.31845,7.3911,b'0'
11.5576,6.50309,b'0'
5.21559,3.11077,b'0'
9.61221,9.7167,b'0'
7.11981,10.2858,b'0'
5.3429,3.78901,b'0'
3.89259,5.05398,b'0'
4.08104,5.13574,b'0'
6.81318,4.23553,b'0'
6.5701,7.39647,b'0'
4.31482,10.028,b'0'
9.66974,4.43822,b'0'
10.8645,8.46709,b'0'
6.78445,7.31931,b'0'
7.19792,5.22076,b'0'
6.93044,8.66319,b'0'
8.20259,5.75698,b'0'
8.67078,4.65239,b'0'
11.7353,8.24336,b'0'
11.0138,9.13254,b'0'
6.97716,7.51295,b'0'
8.67837,8.24979,b'0'
7.75891,7.86681,b'0'
4.35056,6.42417,b'0'
8.18784,7.44429,b'0'
5.52211,7.85701,b'0'
6.24623,2.47186,b'0'
4.7203,7.16994,b'0'
9.34294,4.04905,b'0'
8.97651,6.1169,b'0'
6.89544,9.57223,b'0'
7.93859,4.67109,b'0'
7.76829,10.6537,b'0'
5.43957,9.49008,b'0'
9.11567,6.00317,b'0'
5.46814,6.16604,b'0'
6.42364,9.62331,b'0'
8.97083,10.3025,b'0'
7.14175,5.16177,b'0'
7.39046,8.22241,b'0'
10.1173,5.33278,b'0'
8.88118,9.39147,b'0'
12.5706,6.2696,b'0'
8.19834,4.28932,b'0'
7.77766,7.93866,b'0'
5.61968,4.05069,b'0'
10.6348,5.40862,b'0'
6.84587,6.02506,b'0'
8.0707,9.3296,b'0'
4.69622,7.37956,b'0'
6.87384,8.45982,b'0'
6.02847,8.06408,b'0'
6.1496,8.57138,b'0'
5.04627,5.20369,b'0'
5.45447,3.33871,b'0'
7.53725,11.5629,b'0'
6.35666,12.2297,b'0'
7.07828,7.00651,b'0'
7.26763,7.24585,b'0'
8.19087,4.76906,b'0'
7.43696,8.33475,b'0'
7.46186,7.31612,b'0'
8.55777,8.8791,b'0'
9.19243,5.95816,b'0'
9.23695,6.06315,b'0'
9.54548,5.44122,b'0'
6.46512,6.01636,b'0'
3.80068,7.56432,b'0'
8.55692,7.3326,b'0'
8.21127,12.1372,b'0'
9.79866,10.2023,b'0'
8.22259,6.04498,b'0'
7.80729,5.50124,b'0'
5.32831,6.57361,b'0'
4.55944,6.41454,b'0'
8.27556,4.60753,b'0'
5.36323,8.19849,b'0'
8.20625,10.8963,b'0'
7.70887,5.4083,b'0'
5.95043,6.84081,b'0'
6.45622,9.10313,b'0'
6.76939,4.22319,b'0'
4.32442,5.94493,b'0'
7.81878,7.52316,b'0'
6.07439,5.33978,b'0'
9.95281,7.55791,b'0'
9.73278,7.0697,b'0'
8.99367,6.84183,b'0'
8.58315,8.77967,b'0'
10.2456,5.38442,b'0'
9.13394,7.04774,b'0'
8.39579,9.9623,b'0'
8.5487,6.23836,b'0'
10.5037,7.32337,b'0'
5.14489,5.00775,b'0'
9.17524,9.03332,b'0'
7.54238,9.34384,b'0'
7.00489,-0.205354,b'1'
6.01881,-2.73678,b'1'
4.85829,-1.28475,b'1'
8.53951,0.504605,b'1'
7.69924,0.633384,b'1'
7.93517,3.67714,b'1'
10.273,0.0237808,b'1'
9.63771,-2.05501,b'1'
9.10572,-0.467448,b'1'
8.80343,-1.36129,b'1'
8.71816,-0.68217,b'1'
8.16446,1.82576,b'1'
5.2291,-4.31389,b'1'
9.16103,1.54495,b'1'
3.58918,2.01514,b'1'
11.5526,3.88719,b'1'
5.73896,2.08738,b'1'
6.63189,-2.23499,b'1'
4.58537,-0.220552,b'1'
6.07247,-0.97116,b'1'
7.37541,-0.57065,b'1'
4.32449,-2.03192,b'1'
10.3202,0.0324652,b'1'
5.27758,-1.69886,b'1'
8.84837,0.011275,b'1'
6.90408,-1.38654,b'1'
3.04079,-0.409494,b'1'
6.6263,-0.489564,b'1'
8.47031,2.91318,b'1'
5.11791,1.41167,b'1'
7.64991,1.50108,b'1'
6.51897,-0.322486,b'1'
5.93477,-2.70978,b'1'
4.56253,0.6745,b'1'
7.17462,-2.94566,b'1'
6.97651,5.03606,b'1'
6.18513,-0.0559857,b'1'
6.57703,-0.424738,b'1'
4.52451,-4.91284,b'1'
3.54614,0.276594,b'1'
8.37952,-2.08165,b'1'
7.81811,-0.502438,b'1'
4.20409,0.0350893,b'1'
6.09938,0.526005,b'1'
7.77657,-0.141263,b'1'
3.80785,4.09929,b'1'
8.86371,-2.74528,b'1'
7.41868,-0.0871747,b'1'
7.27627,-1.10922,b'1'
8.32249,-2.41316,b'1'
10.248,-0.699768,b'1'
9.84383,-2.77781,b'1'
6.85264,-4.30408,b'1'
8.89804,-1.56996,b'1'
7.67499,-0.337828,b'1'
4.57984,-0.397119,b'1'
8.50355,-4.34853,b'1'
8.07966,2.75913,b'1'
4.86603,3.77133,b'1'
9.94656,3.20508,b'1'
5.75107,0.399731,b'1'
12.1928,4.59396,b'1'
12.6199,-0.149175,b'1'
7.34861,3.22176,b'1'
10.9419,-4.32053,b'1'
7.55897,-3.98023,b'1'
9.16376,-1.92479,b'1'
7.95447,1.05139,b'1'
5.45374,-1.74766,b'1'
9.36973,-2.74954,b'1'
3.20965,-2.08942,b'1'
6.12937,-1.04162,b'1'
3.14589,0.813138,b'1'
9.67124,0.819658,b'1'
5.39059,-1.15095,b'1'
8.91123,-0.046199,b'1'
9.87659,0.439296,b'1'
7.45759,1.71593,b'1'
3.9985,-0.760207,b'1'
6.22933,3.93506,b'1'
8.64436,-1.6511,b'1'
6.76536,1.44761,b'1'
6.695,-0.907661,b'1'
6.12567,1.00688,b'1'
5.8248,-2.95509,b'1'
6.87299,-1.46478,b'1'
8.30025,0.451639,b'1'
5.74079,-0.757929,b'1'
3.65627,0.717431,b'1'
8.37071,0.55708,b'1'
7.37812,-0.680028,b'1'
8.53505,0.667998,b'1'
8.57959,-2.19257,b'1'
9.83007,1.26964,b'1'
7.58971,0.451943,b'1'
8.76722,-3.16746,b'1'
8.53347,1.54279,b'1'
7.12884,0.598045,b'1'
7.61982,-4.32044,b'1'
4.73552,-2.17839,b'1'
6.45936,-1.9278,b'1'
8.51224,-2.29144,b'1'
9.08113,-2.67391,b'1'
8.09055,1.36367,b'1'
3.86863,-1.94364,b'1'
4.35973,0.813529,b'1'
10.5599,-0.981872,b'1'
10.7181,-1.28565,b'1'
5.34296,-1.71367,b'1'
5.92839,-1.25478,b'1'
6.81527,-0.314011,b'1'
5.86505,4.06328,b'1'
8.55195,-2.2979,b'1'
7.66702,-2.9975,b'1'
6.18789,-2.27009,b'1'
7.30794,-2.3976,b'1'
3.97813,0.126048,b'1'
10.5395,-1.76555,b'1'
7.57074,-2.74617,b'1'
8.45776,-3.38854,b'1'
8.82427,-1.81787,b'1'
6.66677,-0.885902,b'1'
7.03836,-0.478222,b'1'
5.97236,-1.97714,b'1'
7.45733,0.703492,b'1'
10.1588,1.13831,b'1'
4.44953,-1.72942,b'1'
4.52462,-0.600816,b'1'
8.10778,4.93236,b'1'
6.88462,-4.14971,b'1'
7.1514,1.17556,b'1'
4.68373,1.32028,b'1'
6.5901,0.0515528,b'1'
7.57804,-2.23984,b'1'
1.72804,-1.21577,b'1'
8.55025,-1.22612,b'1'
5.58252,3.31195,b'1'
7.9933,-3.80715,b'1'
9.19301,1.51938,b'1'
9.49722,2.35295,b'1'
8.36464,-2.31862,b'1'
6.60604,-0.328222,b'1'
4.15508,-1.78082,b'1'
4.5084,0.788023,b'1'
7.33142,2.871,b'1'
7.33351,-3.39801,b'1'
9.42368,3.54864,b'1'
7.04948,-3.13408,b'1'
5.0216,-2.34075,b'1'
4.82579,2.9131,b'1'
4.22961,0.951544,b'1'
8.99712,1.34761,b'1'
8.93393,1.8708,b'1'
7.50743,5.6615,b'1'
6.74932,-1.56657,b'1'
7.40722,0.846186,b'1'
7.76512,-0.637655,b'1'
7.29849,1.56471,b'1'
8.63916,-1.14463,b'1'
4.14227,-2.23455,b'1'
8.83401,4.02823,b'1'
7.25896,-0.98786,b'1'
6.67818,0.618563,b'1'
9.27284,1.34948,b'1'
4.58705,2.6877,b'1'
3.87164,-0.143265,b'1'
7.96082,0.348227,b'1'
6.43054,2.08065,b'1'
7.21307,1.99959,b'1'
6.83506,-0.391023,b'1'
6.03403,-0.76276,b'1'
3.88072,1.61472,b'1'
11.4349,-1.99909,b'1'
6.37968,-2.47524,b'1'
9.38426,2.44285,b'1'
4.30602,2.235,b'1'
9.46978,-2.95815,b'1'
10.5001,-1.94671,b'1'
7.20105,-4.67069,b'1'
5.05989,1.32939,b'1'
3.27554,-1.58322,b'1'
6.21368,1.87094,b'1'
7.77984,0.0227093,b'1'
6.42097,0.977441,b'1'
6.17193,-4.52783,b'1'
5.53328,-3.74741,b'1'
8.90043,-3.67393,b'1'
8.12504,0.622096,b'1'
3.46928,0.945053,b'1'
8.03088,-2.79915,b'1'
6.79802,2.47212,b'1'
9.80892,2.1599,b'1'
10.2233,-1.99657,b'1'
9.4746,-0.779464,b'1'
7.83614,-2.92963,b'1'
8.8121,0.804204,b'1'
3.36099,3.38023,b'1'
6.34484,0.980646,b'1'
7.5575,2.10057,b'1'
5.99936,-1.92197,b'1'
8.55454,3.03685,b'1'
9.33792,0.241898,b'1'
6.65887,2.72007,b'1'
6.18596,0.476998,b'1'
7.74458,-0.113716,b'1'
6.43467,-0.283542,b'1'
9.12284,-2.12499,b'1'
3.69151,-2.80354,b'1'
6.69399,-3.95409,b'1'
11.9283,1.59718,b'1'
8.26036,-1.13167,b'1'
5.93033,2.16935,b'1'
6.22699,-3.15862,b'1'
1.87101,0.012333,b'1'
7.95076,-1.0928,b'1'
3.79949,-4.56326,b'1'
7.75805,-2.88418,b'1'
7.88815,2.59233,b'1'
5.84898,-1.22367,b'1'
7.33844,1.87717,b'1'
5.18685,-1.7831,b'1'
4.60063,1.63451,b'1'
5.94211,-5.28946,b'1'
6.65928,-0.75612,b'1'
4.38526,-3.02599,b'1'
9.44901,-0.637495,b'1'
8.3777,-0.00804024,b'1'
8.72184,-0.609887,b'1'
7.26063,3.71083,b'1'
4.30215,-4.65305,b'1'
4.41939,-2.84539,b'1'
9.1058,1.5459,b'1'
11.4686,6.66246,b'1'
8.23537,-0.461017,b'1'
6.62504,1.12688,b'1'
