a0,a1,class
-0.3,0.5,b'0'
-0.300063,0.505026,b'0'
-0.300253,0.510049,b'0'
-0.300568,0.515065,b'0'
-0.30101,0.520072,b'0'
-0.301577,0.525067,b'0'
-0.30227,0.530045,b'0'
-0.303087,0.535005,b'0'
-0.304029,0.539942,b'0'
-0.305095,0.544854,b'0'
-0.306283,0.549738,b'0'
-0.307594,0.55459,b'0'
-0.309027,0.559408,b'0'
-0.31058,0.564189,b'0'
-0.312253,0.568929,b'0'
-0.314045,0.573625,b'0'
-0.315954,0.578275,b'0'
-0.317979,0.582875,b'0'
-0.320119,0.587423,b'0'
-0.322373,0.591916,b'0'
-0.324739,0.596351,b'0'
-0.327215,0.600725,b'0'
-0.329801,0.605035,b'0'
-0.332494,0.609279,b'0'
-0.335293,0.613454,b'0'
-0.338197,0.617557,b'0'
-0.341202,0.621586,b'0'
-0.344308,0.625538,b'0'
-0.347511,0.629411,b'0'
-0.350812,0.633202,b'0'
-0.354206,0.636909,b'0'
-0.357693,0.64053,b'0'
-0.361269,0.644062,b'0'
-0.364933,0.647503,b'0'
-0.368683,0.65085,b'0'
-0.372515,0.654103,b'0'
-0.376428,0.657258,b'0'
-0.380419,0.660313,b'0'
-0.384485,0.663268,b'0'
-0.388625,0.666119,b'0'
-0.392835,0.668866,b'0'
-0.397112,0.671505,b'0'
-0.401455,0.674037,b'0'
-0.405859,0.676458,b'0'
-0.410323,0.678768,b'0'
-0.414844,0.680965,b'0'
-0.419419,0.683048,b'0'
-0.424044,0.685015,b'0'
-0.428718,0.686866,b'0'
-0.433436,0.688598,b'0'
-0.438197,0.690211,b'0'
-0.442996,0.691704,b'0'
-0.447832,0.693076,b'0'
-0.4527,0.694326,b'0'
-0.457599,0.695454,b'0'
-0.462524,0.696457,b'0'
-0.467473,0.697337,b'0'
-0.472442,0.698092,b'0'
-0.477429,0.698722,b'0'
-0.48243,0.699227,b'0'
-0.487442,0.699605,b'0'
-0.492462,0.699858,b'0'
-0.497487,0.699984,b'0'
-0.502513,0.699984,b'0'
-0.507538,0.699858,b'0'
-0.512558,0.699605,b'0'
-0.51757,0.699227,b'0'
-0.522571,0.698722,b'0'
-0.527558,0.698092,b'0'
-0.532527,0.697337,b'0'
-0.537476,0.696457,b'0'
-0.542401,0.695454,b'0'
-0.5473,0.694326,b'0'
-0.552168,0.693076,b'0'
-0.557004,0.691704,b'0'
-0.561803,0.690211,b'0'
-0.566564,0.688598,b'0'
-0.571282,0.686866,b'0'
-0.575956,0.685015,b'0'
-0.580581,0.683048,b'0'
-0.585156,0.680965,b'0'
-0.589677,0.678768,b'0'
-0.594141,0.676458,b'0'
-0.598545,0.674037,b'0'
-0.602888,0.671505,b'0'
-0.607165,0.668866,b'0'
-0.611375,0.666119,b'0'
-0.615515,0.663268,b'0'
-0.619581,0.660313,b'0'
-0.623572,0.657258,b'0'
-0.627485,0.654103,b'0'
-0.631317,0.65085,b'0'
-0.635067,0.647503,b'0'
-0.638731,0.644062,b'0'
-0.642307,0.64053,b'0'
-0.645794,0.636909,b'0'
-0.649188,0.633202,b'0'
-0.652489,0.629411,b'0'
-0.655692,0.625538,b'0'
-0.658798,0.621586,b'0'
-0.661803,0.617557,b'0'
-0.664707,0.613454,b'0'
-0.667506,0.609279,b'0'
-0.670199,0.605035,b'0'
-0.672785,0.600725,b'0'
-0.675261,0.596351,b'0'
-0.677627,0.591916,b'0'
-0.679881,0.587423,b'0'
-0.682021,0.582875,b'0'
-0.684046,0.578275,b'0'
-0.685955,0.573625,b'0'
-0.687747,0.568929,b'0'
-0.68942,0.564189,b'0'
-0.690973,0.559408,b'0'
-0.692406,0.55459,b'0'
-0.693717,0.549738,b'0'
-0.694905,0.544854,b'0'
-0.695971,0.539942,b'0'
-0.696913,0.535005,b'0'
-0.69773,0.530045,b'0'
-0.698423,0.525067,b'0'
-0.69899,0.520072,b'0'
-0.699432,0.515065,b'0'
-0.699747,0.510049,b'0'
-0.699937,0.505026,b'0'
-0.7,0.5,b'0'
-0.699937,0.494974,b'0'
-0.699747,0.489951,b'0'
-0.699432,0.484935,b'0'
-0.69899,0.479928,b'0'
-0.698423,0.474933,b'0'
-0.69773,0.469955,b'0'
-0.696913,0.464995,b'0'
-0.695971,0.460058,b'0'
-0.694905,0.455146,b'0'
-0.693717,0.450262,b'0'
-0.692406,0.44541,b'0'
-0.690973,0.440592,b'0'
-0.68942,0.435811,b'0'
-0.687747,0.431071,b'0'
-0.685955,0.426375,b'0'
-0.684046,0.421725,b'0'
-0.682021,0.417125,b'0'
-0.679881,0.412577,b'0'
-0.677627,0.408084,b'0'
-0.675261,0.403649,b'0'
-0.672785,0.399275,b'0'
-0.670199,0.394965,b'0'
-0.667506,0.390721,b'0'
-0.664707,0.386546,b'0'
-0.661803,0.382443,b'0'
-0.658798,0.378414,b'0'
-0.655692,0.374462,b'0'
-0.652489,0.370589,b'0'
-0.649188,0.366798,b'0'
-0.645794,0.363091,b'0'
-0.642307,0.35947,b'0'
-0.638731,0.355938,b'0'
-0.635067,0.352497,b'0'
-0.631317,0.34915,b'0'
-0.627485,0.345897,b'0'
-0.623572,0.342742,b'0'
-0.619581,0.339687,b'0'
-0.615515,0.336732,b'0'
-0.611375,0.333881,b'0'
