a0,a1,class
5.28531,10.5879,b'0'
8.39775,4.4489,b'0'
4.73624,7.68033,b'0'
5.10197,8.83266,b'0'
8.29479,4.67373,b'0'
7.02703,6.67945,b'0'
4.02699,5.03695,b'0'
2.04861,6.78055,b'0'
1.96348,8.56842,b'0'
5.86468,7.84118,b'0'
7.99347,7.73924,b'0'
5.23873,3.7269,b'0'
7.82083,4.09689,b'0'
5.07566,7.61258,b'0'
6.11022,5.28457,b'0'
7.4556,8.07996,b'0'
7.21546,4.65196,b'0'
7.92294,6.54198,b'0'
6.10084,4.02085,b'0'
5.9209,4.59777,b'0'
6.40957,4.53336,b'0'
5.50307,3.42181,b'0'
6.29751,8.79439,b'0'
9.44273,9.0645,b'0'
4.24522,1.35108,b'0'
8.72078,3.70933,b'0'
7.2301,5.22207,b'0'
6.193,3.43631,b'0'
5.44458,7.99901,b'0'
5.14173,5.99963,b'0'
5.33594,4.96782,b'0'
8.10747,4.19083,b'0'
10.7146,7.79938,b'0'
7.59882,5.78853,b'0'
8.73712,6.19569,b'0'
5.73108,6.80624,b'0'
5.3493,7.49292,b'0'
7.35841,8.72693,b'0'
4.74875,3.06392,b'0'
10.277,3.7331,b'0'
4.98839,3.48958,b'0'
2.63999,4.95249,b'0'
8.01903,5.46032,b'0'
10.533,6.73529,b'0'
3.84702,7.71259,b'0'
1.33838,5.78748,b'0'
4.12712,4.10559,b'0'
6.53917,6.67358,b'0'
4.57425,3.27815,b'0'
7.03597,4.46403,b'0'
4.58285,3.74504,b'0'
4.48151,4.34905,b'0'
9.24839,7.27621,b'0'
2.8692,8.11747,b'0'
2.09561,12.0267,b'0'
4.52603,5.87376,b'0'
5.7816,5.41973,b'0'
5.05791,6.25993,b'0'
5.85262,4.24078,b'0'
6.63471,4.8983,b'0'
3.70024,4.92462,b'0'
9.2256,6.36132,b'0'
7.8905,6.48874,b'0'
3.79037,5.16634,b'0'
5.6595,4.86563,b'0'
8.06383,2.88238,b'0'
6.45122,9.33201,b'0'
6.70368,6.62953,b'0'
5.67796,4.36794,b'0'
7.9059,5.40477,b'0'
4.62556,8.55139,b'0'
4.65089,6.59332,b'0'
9.69178,8.48145,b'0'
0.465077,6.30123,b'0'
4.54994,7.81373,b'0'
4.10825,4.25509,b'0'
7.62755,5.0659,b'0'
3.93566,4.93538,b'0'
8.09949,0.311381,b'0'
4.87907,7.05554,b'0'
5.81235,5.67958,b'0'
4.50823,2.88579,b'0'
8.00819,5.5426,b'0'
6.5436,5.93228,b'0'
3.7761,6.63942,b'0'
7.76867,4.33691,b'0'
6.30426,4.26709,b'0'
7.33034,4.74822,b'0'
9.35931,8.7495,b'0'
5.5029,4.89098,b'0'
2.89216,4.34875,b'0'
7.61186,5.80137,b'0'
8.59263,2.65122,b'0'
6.80505,5.71849,b'0'
5.36716,5.96609,b'0'
8.83605,6.83486,b'0'
8.34082,6.20427,b'0'
8.75084,3.3146,b'0'
4.99295,2.53347,b'0'
7.14819,3.50987,b'0'
6.84085,7.49512,b'0'
6.30862,6.36246,b'0'
5.1322,7.57351,b'0'
6.72761,7.78502,b'0'
5.30566,3.542,b'0'
5.98021,6.3726,b'0'
4.5823,7.24782,b'0'
4.62857,5.66298,b'0'
4.77491,4.00527,b'0'
6.0897,6.89156,b'0'
4.01785,6.55247,b'0'
5.47169,9.36453,b'0'
6.68765,4.90464,b'0'
6.23833,5.56372,b'0'
9.16559,6.39682,b'0'
10.1475,8.12483,b'0'
5.79824,2.08769,b'0'
4.02572,6.8846,b'0'
8.02797,10.6536,b'0'
8.32391,8.88737,b'0'
8.24651,6.48935,b'0'
7.40946,3.46356,b'0'
2.3978,8.99126,b'0'
6.09691,5.99308,b'0'
8.22474,8.11237,b'0'
8.85246,9.22687,b'0'
2.21638,4.42039,b'0'
7.95116,6.86836,b'0'
7.86975,7.15925,b'0'
3.72302,5.09301,b'0'
8.10566,4.25801,b'0'
4.5473,0.0728059,b'0'
4.51972,5.66828,b'0'
6.52537,6.8748,b'0'
9.88025,3.98323,b'0'
8.65158,4.84141,b'0'
7.08235,0.912137,b'0'
4.77808,5.15448,b'0'
6.7698,8.09194,b'0'
8.60078,4.8102,b'0'
4.02262,7.92415,b'0'
5.88875,6.56865,b'0'
6.88609,6.12866,b'0'
5.77966,5.93818,b'0'
5.48003,8.64619,b'0'
6.08403,4.74642,b'0'
7.06245,6.6505,b'0'
6.71949,4.08855,b'0'
1.97507,6.10269,b'0'
7.43804,0.243359,b'0'
5.59868,5.10545,b'0'
3.47802,4.59164,b'0'
9.29455,6.80331,b'0'
7.31845,6.3911,b'0'
10.5576,5.50309,b'0'
4.21559,2.11077,b'0'
8.61221,8.7167,b'0'
6.11981,9.28577,b'0'
4.3429,2.78901,b'0'
2.89259,4.05398,b'0'
3.08104,4.13574,b'0'
5.81318,3.23553,b'0'
5.5701,6.39647,b'0'
3.31482,9.02798,b'0'
8.66974,3.43822,b'0'
9.86451,7.46709,b'0'
5.78445,6.31931,b'0'
6.19792,4.22076,b'0'
5.93044,7.66319,b'0'
7.20259,4.75698,b'0'
7.67078,3.65239,b'0'
10.7353,7.24336,b'0'
10.0138,8.13254,b'0'
5.97716,6.51295,b'0'
7.67837,7.24979,b'0'
6.75891,6.86681,b'0'
3.35056,5.42417,b'0'
7.18784,6.44429,b'0'
4.52211,6.85701,b'0'
5.24623,1.47186,b'0'
3.7203,6.16994,b'0'
8.34294,3.04905,b'0'
7.97651,5.1169,b'0'
5.89544,8.57223,b'0'
6.93859,3.67109,b'0'
6.76829,9.65371,b'0'
4.43957,8.49008,b'0'
8.11567,5.00317,b'0'
4.46814,5.16604,b'0'
5.42364,8.62331,b'0'
7.97083,9.30252,b'0'
6.14175,4.16177,b'0'
6.39046,7.22241,b'0'
9.11731,4.33278,b'0'
7.88118,8.39147,b'0'
11.5706,5.2696,b'0'
7.19834,3.28932,b'0'
6.77766,6.93866,b'0'
4.61968,3.05069,b'0'
9.63483,4.40862,b'0'
5.84587,5.02506,b'0'
7.0707,8.3296,b'0'
3.69622,6.37956,b'0'
5.87384,7.45982,b'0'
5.02847,7.06408,b'0'
5.1496,7.57138,b'0'
4.04627,4.20369,b'0'
4.45447,2.33871,b'0'
6.53725,10.5629,b'0'
5.35666,11.2297,b'0'
6.07828,6.00651,b'0'
6.26763,6.24585,b'0'
7.19087,3.76906,b'0'
6.43696,7.33475,b'0'
6.46186,6.31612,b'0'
7.55777,7.8791,b'0'
8.19243,4.95816,b'0'
8.23695,5.06315,b'0'
8.54548,4.44122,b'0'
5.46512,5.01636,b'0'
2.80068,6.56432,b'0'
7.55692,6.3326,b'0'
7.21127,11.1372,b'0'
8.79866,9.20227,b'0'
