a0,a1,class
-0.303573,0.72294,b'0'
-0.288011,0.692245,b'0'
-0.306319,0.708402,b'0'
-0.30449,0.714163,b'0'
-0.288526,0.693369,b'0'
-0.294865,0.703397,b'0'
-0.309865,0.695185,b'0'
-0.319757,0.703903,b'0'
-0.320183,0.712842,b'0'
-0.300677,0.709206,b'0'
-0.290033,0.708696,b'0'
-0.303806,0.688634,b'0'
-0.290896,0.690484,b'0'
-0.304622,0.708063,b'0'
-0.299449,0.696423,b'0'
-0.292722,0.7104,b'0'
-0.293923,0.69326,b'0'
-0.290385,0.70271,b'0'
-0.299496,0.690104,b'0'
-0.300396,0.692989,b'0'
-0.297952,0.692667,b'0'
-0.302485,0.687109,b'0'
-0.298512,0.713972,b'0'
-0.282786,0.715323,b'0'
-0.308774,0.676755,b'0'
-0.286396,0.688547,b'0'
-0.293849,0.69611,b'0'
-0.299035,0.687182,b'0'
-0.302777,0.709995,b'0'
-0.304291,0.699998,b'0'
-0.30332,0.694839,b'0'
-0.289463,0.690954,b'0'
-0.276427,0.708997,b'0'
-0.292006,0.698943,b'0'
-0.286314,0.700978,b'0'
-0.301345,0.704031,b'0'
-0.303253,0.707465,b'0'
-0.293208,0.713635,b'0'
-0.306256,0.68532,b'0'
-0.278615,0.688666,b'0'
-0.305058,0.687448,b'0'
-0.3168,0.694762,b'0'
-0.289905,0.697302,b'0'
-0.277335,0.703676,b'0'
-0.310765,0.708563,b'0'
-0.323308,0.698937,b'0'
-0.309364,0.690528,b'0'
-0.297304,0.703368,b'0'
-0.307129,0.686391,b'0'
-0.29482,0.69232,b'0'
-0.307086,0.688725,b'0'
-0.307592,0.691745,b'0'
-0.283758,0.706381,b'0'
-0.315654,0.710587,b'0'
-0.319522,0.730134,b'0'
-0.30737,0.699369,b'0'
-0.301092,0.697099,b'0'
-0.30471,0.7013,b'0'
-0.300737,0.691204,b'0'
-0.296826,0.694491,b'0'
-0.311499,0.694623,b'0'
-0.283872,0.701807,b'0'
-0.290547,0.702444,b'0'
-0.311048,0.695832,b'0'
-0.301703,0.694328,b'0'
-0.289681,0.684412,b'0'
-0.297744,0.71666,b'0'
-0.296482,0.703148,b'0'
-0.30161,0.69184,b'0'
-0.290471,0.697024,b'0'
-0.306872,0.712757,b'0'
-0.306746,0.702967,b'0'
-0.281541,0.712407,b'0'
-0.327675,0.701506,b'0'
-0.30725,0.709069,b'0'
-0.309459,0.691275,b'0'
-0.291862,0.69533,b'0'
-0.310322,0.694677,b'0'
-0.289503,0.671557,b'0'
-0.305605,0.705278,b'0'
-0.300938,0.698398,b'0'
-0.307459,0.684429,b'0'
-0.289959,0.697713,b'0'
-0.297282,0.699661,b'0'
-0.31112,0.703197,b'0'
-0.291157,0.691685,b'0'
-0.298479,0.691335,b'0'
-0.293348,0.693741,b'0'
-0.283203,0.713748,b'0'
-0.302485,0.694455,b'0'
-0.315539,0.691744,b'0'
-0.291941,0.699007,b'0'
-0.287037,0.683256,b'0'
-0.295975,0.698592,b'0'
-0.303164,0.69983,b'0'
-0.28582,0.704174,b'0'
-0.288296,0.701021,b'0'
-0.286246,0.686573,b'0'
-0.305035,0.682667,b'0'
-0.294259,0.687549,b'0'
-0.295796,0.707476,b'0'
-0.298457,0.701812,b'0'
-0.304339,0.707868,b'0'
-0.296362,0.708925,b'0'
-0.303472,0.68771,b'0'
-0.300099,0.701863,b'0'
-0.307088,0.706239,b'0'
-0.306857,0.698315,b'0'
-0.306125,0.690026,b'0'
-0.299551,0.704458,b'0'
-0.309911,0.702762,b'0'
-0.302642,0.716823,b'0'
-0.296562,0.694523,b'0'
-0.298808,0.697819,b'0'
-0.284172,0.701984,b'0'
-0.279263,0.710624,b'0'
-0.301009,0.680438,b'0'
-0.309871,0.704423,b'0'
-0.28986,0.723268,b'0'
-0.28838,0.714437,b'0'
-0.288767,0.702447,b'0'
-0.292953,0.687318,b'0'
-0.318011,0.714956,b'0'
-0.299515,0.699965,b'0'
-0.288876,0.710562,b'0'
-0.285738,0.716134,b'0'
-0.318918,0.692102,b'0'
-0.290244,0.704342,b'0'
-0.290651,0.705796,b'0'
-0.311385,0.695465,b'0'
-0.289472,0.69129,b'0'
-0.307263,0.670364,b'0'
-0.307401,0.698341,b'0'
-0.297373,0.704374,b'0'
-0.280599,0.689916,b'0'
-0.286742,0.694207,b'0'
-0.294588,0.674561,b'0'
-0.30611,0.695772,b'0'
-0.296151,0.71046,b'0'
-0.286996,0.694051,b'0'
-0.309887,0.709621,b'0'
-0.300556,0.702843,b'0'
-0.29557,0.700643,b'0'
-0.301102,0.699691,b'0'
-0.3026,0.713231,b'0'
-0.29958,0.693732,b'0'
-0.294688,0.703253,b'0'
-0.296403,0.690443,b'0'
-0.320125,0.700513,b'0'
-0.29281,0.671217,b'0'
-0.302007,0.695527,b'0'
-0.31261,0.692958,b'0'
-0.283527,0.704017,b'0'
-0.293408,0.701956,b'0'
-0.277212,0.697515,b'0'
-0.308922,0.680554,b'0'
-0.286939,0.713583,b'0'
-0.299401,0.716429,b'0'
-0.308285,0.683945,b'0'
-0.315537,0.69027,b'0'
-0.314595,0.690679,b'0'
-0.300934,0.686178,b'0'
-0.302149,0.701982,b'0'
-0.313426,0.71514,b'0'
-0.286651,0.687191,b'0'
-0.280677,0.707335,b'0'
-0.301078,0.701597,b'0'
-0.29901,0.691104,b'0'
-0.300348,0.708316,b'0'
-0.293987,0.693785,b'0'
-0.291646,0.688262,b'0'
-0.276323,0.706217,b'0'
-0.279931,0.710663,b'0'
-0.300114,0.702565,b'0'
-0.291608,0.706249,b'0'
-0.296205,0.704334,b'0'
-0.313247,0.697121,b'0'
-0.294061,0.702221,b'0'
-0.307389,0.704285,b'0'
-0.303769,0.677359,b'0'
-0.311398,0.70085,b'0'
-0.288285,0.685245,b'0'
