a0,a1,class
10.6427,13.294,b'0'
12.1989,10.2245,b'0'
10.3681,11.8402,b'0'
10.551,12.4163,b'0'
12.1474,10.3369,b'0'
11.5135,11.3397,b'0'
10.0135,10.5185,b'0'
9.0243,11.3903,b'0'
8.98174,12.2842,b'0'
10.9323,11.9206,b'0'
11.9967,11.8696,b'0'
10.6194,9.86345,b'0'
11.9104,10.0484,b'0'
10.5378,11.8063,b'0'
11.0551,10.6423,b'0'
11.7278,12.04,b'0'
11.6077,10.326,b'0'
11.9615,11.271,b'0'
11.0504,10.0104,b'0'
10.9604,10.2989,b'0'
11.2048,10.2667,b'0'
10.7515,9.71091,b'0'
11.1488,12.3972,b'0'
12.7214,12.5323,b'0'
10.1226,8.67554,b'0'
12.3604,9.85467,b'0'
11.6151,10.611,b'0'
11.0965,9.71815,b'0'
10.7223,11.9995,b'0'
10.5709,10.9998,b'0'
10.668,10.4839,b'0'
12.0537,10.0954,b'0'
13.3573,11.8997,b'0'
11.7994,10.8943,b'0'
12.3686,11.0978,b'0'
10.8655,11.4031,b'0'
10.6747,11.7465,b'0'
11.6792,12.3635,b'0'
10.3744,9.53196,b'0'
13.1385,9.86655,b'0'
10.4942,9.74479,b'0'
9.32,10.4762,b'0'
12.0095,10.7302,b'0'
13.2665,11.3676,b'0'
9.92351,11.8563,b'0'
8.66919,10.8937,b'0'
10.0636,10.0528,b'0'
11.2696,11.3368,b'0'
10.2871,9.63907,b'0'
11.518,10.232,b'0'
10.2914,9.87252,b'0'
10.2408,10.1745,b'0'
12.6242,11.6381,b'0'
9.4346,12.0587,b'0'
9.04781,14.0134,b'0'
10.263,10.9369,b'0'
10.8908,10.7099,b'0'
10.529,11.13,b'0'
10.9263,10.1204,b'0'
11.3174,10.4491,b'0'
9.85012,10.4623,b'0'
12.6128,11.1807,b'0'
11.9453,11.2444,b'0'
9.89518,10.5832,b'0'
10.8297,10.4328,b'0'
12.0319,9.44119,b'0'
11.2256,12.666,b'0'
11.3518,11.3148,b'0'
10.839,10.184,b'0'
11.9529,10.7024,b'0'
10.3128,12.2757,b'0'
10.3254,11.2967,b'0'
12.8459,12.2407,b'0'
8.23254,11.1506,b'0'
10.275,11.9069,b'0'
10.0541,10.1275,b'0'
11.8138,10.533,b'0'
9.96783,10.4677,b'0'
12.0497,8.15569,b'0'
10.4395,11.5278,b'0'
10.9062,10.8398,b'0'
10.2541,9.44289,b'0'
12.0041,10.7713,b'0'
11.2718,10.9661,b'0'
9.88805,11.3197,b'0'
11.8843,10.1685,b'0'
11.1521,10.1335,b'0'
11.6652,10.3741,b'0'
12.6797,12.3748,b'0'
10.7515,10.4455,b'0'
9.44608,10.1744,b'0'
11.8059,10.9007,b'0'
12.2963,9.32561,b'0'
11.4025,10.8592,b'0'
10.6836,10.983,b'0'
12.418,11.4174,b'0'
12.1704,11.1021,b'0'
12.3754,9.6573,b'0'
10.4965,9.26674,b'0'
11.5741,9.75494,b'0'
11.4204,11.7476,b'0'
11.1543,11.1812,b'0'
10.5661,11.7868,b'0'
11.3638,11.8925,b'0'
10.6528,9.771,b'0'
10.9901,11.1863,b'0'
10.2912,11.6239,b'0'
10.3143,10.8315,b'0'
10.3875,10.0026,b'0'
11.0449,11.4458,b'0'
10.0089,11.2762,b'0'
10.7358,12.6823,b'0'
11.3438,10.4523,b'0'
11.1192,10.7819,b'0'
12.5828,11.1984,b'0'
13.0737,12.0624,b'0'
10.8991,9.04385,b'0'
10.0129,11.4423,b'0'
12.014,13.3268,b'0'
12.162,12.4437,b'0'
12.1233,11.2447,b'0'
11.7047,9.73178,b'0'
9.1989,12.4956,b'0'
11.0485,10.9965,b'0'
12.1124,12.0562,b'0'
12.4262,12.6134,b'0'
9.10819,10.2102,b'0'
11.9756,11.4342,b'0'
11.9349,11.5796,b'0'
9.86151,10.5465,b'0'
12.0528,10.129,b'0'
10.2737,8.0364,b'0'
10.2599,10.8341,b'0'
11.2627,11.4374,b'0'
12.9401,9.99162,b'0'
12.3258,10.4207,b'0'
11.5412,8.45607,b'0'
10.389,10.5772,b'0'
11.3849,12.046,b'0'
12.3004,10.4051,b'0'
10.0113,11.9621,b'0'
10.9444,11.2843,b'0'
11.443,11.0643,b'0'
10.8898,10.9691,b'0'
10.74,12.3231,b'0'
11.042,10.3732,b'0'
11.5312,11.3253,b'0'
