x,y
624474.0,837604.0
673412.0,735362.0
647442.0,677000.0
532283.0,741384.0
646529.0,742844.0
647535.0,755101.0
644131.0,777721.0
521368.0,736923.0
688940.0,798967.0
592666.0,805244.0
645068.0,716248.0
666740.0,707391.0
662064.0,644958.0
630628.0,689662.0
623268.0,774834.0
617896.0,766560.0
560260.0,629298.0
595728.0,703618.0
594177.0,665266.0
544862.0,802997.0
512102.0,686369.0
742244.0,626859.0
709853.0,684304.0
662854.0,764737.0
612693.0,778368.0
656011.0,735274.0
644769.0,750956.0
688852.0,804551.0
714271.0,804144.0
695472.0,794296.0
746441.0,829147.0
632975.0,756806.0
679779.0,842107.0
609763.0,693428.0
665375.0,784377.0
783661.0,772895.0
651521.0,719802.0
730159.0,761390.0
708303.0,692097.0
657201.0,735978.0
657676.0,809387.0
636976.0,735247.0
645990.0,751430.0
634257.0,761114.0
638687.0,658319.0
651406.0,751827.0
747619.0,624316.0
623835.0,729538.0
660357.0,757474.0
588712.0,804321.0
568583.0,699863.0
486170.0,676920.0
602196.0,605901.0
642237.0,745490.0
606020.0,713186.0
728084.0,727247.0
554017.0,771267.0
603318.0,762900.0
562936.0,690153.0
617156.0,717859.0
661356.0,736420.0
654515.0,734666.0
637992.0,730773.0
709788.0,708315.0
591399.0,697019.0
683055.0,858799.0
666771.0,711680.0
675192.0,674079.0
760637.0,769855.0
527197.0,674487.0
635082.0,737943.0
723320.0,815272.0
600764.0,726223.0
661916.0,744296.0
671573.0,696285.0
627760.0,882730.0
611273.0,753851.0
581576.0,715320.0
666541.0,754171.0
701026.0,791071.0
667266.0,731121.0
600277.0,691215.0
539874.0,675119.0
607486.0,706829.0
641770.0,710711.0
537085.0,852184.0
717308.0,804279.0
718598.0,655512.0
630612.0,770576.0
570225.0,842829.0
589675.0,755546.0
640027.0,738368.0
664707.0,722141.0
631597.0,893608.0
703403.0,758482.0
616325.0,730469.0
554610.0,782542.0
727303.0,809509.0
603709.0,757145.0
694477.0,801480.0
685646.0,736943.0
668098.0,713957.0
669410.0,742049.0
653304.0,756314.0
613863.0,789513.0
677034.0,731641.0
669700.0,802084.0
624314.0,773405.0
654682.0,759785.0
662784.0,741095.0
697927.0,742163.0
646571.0,694895.0
719445.0,660485.0
643600.0,764086.0
627929.0,765962.0
703793.0,765552.0
587326.0,773381.0
717722.0,750330.0
647744.0,743909.0
642381.0,763897.0
500568.0,750993.0
666495.0,722851.0
634389.0,786036.0
611266.0,772133.0
663575.0,790377.0
630028.0,754929.0
655401.0,774402.0
643303.0,726933.0
639757.0,719842.0
637825.0,742807.0
526898.0,832506.0
711253.0,662676.0
683817.0,848128.0
736472.0,832727.0
689529.0,744487.0
679608.0,646448.0
654618.0,842075.0
694212.0,664353.0
537054.0,718748.0
668460.0,783930.0
548995.0,826833.0
620659.0,771475.0
686313.0,814540.0
631794.0,761185.0
689468.0,762705.0
650041.0,802336.0
637600.0,807783.0
628658.0,701860.0
726306.0,751034.0
659605.0,834003.0
553865.0,748234.0
655600.0,773478.0
721022.0,679883.0
768482.0,675006.0
699489.0,745124.0
639748.0,753096.0
722543.0,622479.0
625692.0,817673.0
660975.0,682945.0
653157.0,760124.0
589024.0,670804.0
650663.0,750543.0
716474.0,589627.0
713578.0,835966.0
662130.0,816183.0
654155.0,754804.0
669277.0,746296.0
495463.0,836789.0
639613.0,739148.0
625394.0,753313.0
618863.0,725369.0
622394.0,754662.0
638262.0,768634.0
616672.0,764248.0
600013.0,718427.0
647588.0,778720.0
684742.0,730888.0
671740.0,797199.0
642232.0,671485.0
648671.0,698132.0
598298.0,828919.0
647432.0,747627.0
635713.0,731717.0
637917.0,739863.0
650666.0,740969.0
665967.0,760477.0
670430.0,687642.0
630859.0,729998.0
669736.0,723253.0
698843.0,757623.0
588593.0,712840.0
551701.0,762639.0
569859.0,678546.0
664835.0,852665.0
581169.0,743574.0
708960.0,619575.0
548571.0,694223.0
649816.0,741942.0
806622.0,755456.0
607251.0,769005.0
643929.0,740891.0
754810.0,695153.0
594100.0,724493.0
550920.0,733481.0
642541.0,745931.0
564713.0,691456.0
648355.0,754094.0
723355.0,811885.0
603804.0,809265.0
685487.0,777337.0
672669.0,712077.0
629137.0,731945.0
651239.0,704427.0
646667.0,750450.0
651903.0,741129.0
593997.0,772357.0
612222.0,835296.0
590255.0,719829.0
631051.0,775151.0
632805.0,792317.0
704768.0,782692.0
640737.0,802041.0
693011.0,676778.0
616879.0,758050.0
720180.0,797859.0
649007.0,841089.0
660715.0,673207.0
709776.0,723601.0
622698.0,732571.0
641146.0,727668.0
643696.0,798257.0
587179.0,775954.0
581674.0,711962.0
598055.0,705391.0
600201.0,747106.0
641296.0,746985.0
631845.0,770401.0
673297.0,793402.0
660784.0,738049.0
604620.0,781401.0
672211.0,763778.0
630190.0,753117.0
670390.0,749824.0
586317.0,595754.0
679422.0,711194.0
613699.0,762603.0
665574.0,745106.0
664700.0,693976.0
662471.0,737387.0
686671.0,838550.0
744621.0,770301.0
653496.0,830221.0
648715.0,742157.0
647272.0,761773.0
642831.0,780184.0
697183.0,717780.0
707457.0,670403.0
596963.0,702547.0
624454.0,802817.0
730517.0,636864.0
560433.0,682351.0
655697.0,771778.0
605001.0,774836.0
665496.0,765913.0
725075.0,738599.0
611251.0,681461.0
633447.0,754589.0
696039.0,654217.0
636336.0,744979.0
633530.0,724556.0
658676.0,746651.0
715864.0,783203.0
644662.0,743957.0
716034.0,701170.0
651015.0,742659.0
643018.0,718141.0
573889.0,768197.0
522000.0,666203.0
642735.0,739752.0
569972.0,719314.0
634677.0,757794.0
593386.0,739688.0
719701.0,728325.0
588862.0,722314.0
719311.0,712484.0
578882.0,670901.0
638470.0,736199.0
619656.0,753686.0
644685.0,766579.0
657320.0,664068.0
568141.0,657925.0
668617.0,731357.0
655535.0,761277.0
593137.0,706728.0
721988.0,760267.0
660076.0,731450.0
427372.0,690686.0
589711.0,767742.0
640776.0,740463.0
777756.0,778256.0
301956.0,680587.0
304189.0,697456.0
286274.0,728734.0
294684.0,775224.0
268973.0,695171.0
304677.0,705910.0
248748.0,637649.0
429508.0,769553.0
468149.0,505199.0
300152.0,713285.0
265902.0,671455.0
295510.0,697555.0
486190.0,609623.0
354977.0,804826.0
257975.0,592082.0
355952.0,585755.0
285430.0,654139.0
321294.0,664892.0
251150.0,666330.0
179239.0,656042.0
316043.0,704488.0
329823.0,706000.0
188186.0,654540.0
281269.0,731328.0
302147.0,686102.0
329756.0,715458.0
212262.0,700970.0
318137.0,649994.0
251500.0,776101.0
374442.0,633990.0
254640.0,651678.0
448573.0,628620.0
211387.0,657567.0
303680.0,693523.0
287690.0,730658.0
447311.0,785205.0
252568.0,814030.0
394536.0,730860.0
262168.0,671383.0
215687.0,902015.0
250951.0,817630.0
273063.0,678285.0
306763.0,698061.0
350971.0,596085.0
304914.0,695279.0
118511.0,648023.0
160133.0,681667.0
448402.0,746414.0
400326.0,624970.0
252952.0,676823.0
413463.0,567603.0
278479.0,630939.0
357644.0,695981.0
379090.0,753319.0
385257.0,638831.0
325664.0,713566.0
