a0,a1,class
-0.2,0.7,b'0'
-0.2,0.700314,b'0'
-0.200002,0.700628,b'0'
-0.200004,0.700942,b'0'
-0.200008,0.701257,b'0'
-0.200012,0.701571,b'0'
-0.200018,0.701885,b'0'
-0.200024,0.702199,b'0'
-0.200032,0.702513,b'0'
-0.20004,0.702827,b'0'
-0.200049,0.703141,b'0'
-0.20006,0.703455,b'0'
-0.200071,0.703769,b'0'
-0.200083,0.704083,b'0'
-0.200097,0.704397,b'0'
-0.200111,0.704711,b'0'
-0.200126,0.705024,b'0'
-0.200143,0.705338,b'0'
-0.20016,0.705652,b'0'
-0.200178,0.705965,b'0'
-0.200197,0.706279,b'0'
-0.200218,0.706593,b'0'
-0.200239,0.706906,b'0'
-0.200261,0.707219,b'0'
-0.200284,0.707533,b'0'
-0.200308,0.707846,b'0'
-0.200333,0.708159,b'0'
-0.20036,0.708472,b'0'
-0.200387,0.708785,b'0'
-0.200415,0.709098,b'0'
-0.200444,0.709411,b'0'
-0.200474,0.709724,b'0'
-0.200505,0.710036,b'0'
-0.200537,0.710349,b'0'
-0.20057,0.710661,b'0'
-0.200604,0.710973,b'0'
-0.200639,0.711286,b'0'
-0.200675,0.711598,b'0'
-0.200712,0.71191,b'0'
-0.20075,0.712222,b'0'
-0.200789,0.712533,b'0'
-0.200828,0.712845,b'0'
-0.200869,0.713156,b'0'
-0.200911,0.713468,b'0'
-0.200954,0.713779,b'0'
-0.200998,0.71409,b'0'
-0.201042,0.714401,b'0'
-0.201088,0.714712,b'0'
-0.201135,0.715023,b'0'
-0.201183,0.715333,b'0'
-0.201231,0.715643,b'0'
-0.201281,0.715954,b'0'
-0.201331,0.716264,b'0'
-0.201383,0.716574,b'0'
-0.201436,0.716883,b'0'
-0.201489,0.717193,b'0'
-0.201544,0.717502,b'0'
-0.201599,0.717812,b'0'
-0.201655,0.718121,b'0'
-0.201713,0.718429,b'0'
-0.201771,0.718738,b'0'
-0.201831,0.719047,b'0'
-0.201891,0.719355,b'0'
-0.201952,0.719663,b'0'
-0.202014,0.719971,b'0'
-0.202078,0.720279,b'0'
-0.202142,0.720586,b'0'
-0.202207,0.720894,b'0'
-0.202273,0.721201,b'0'
-0.20234,0.721508,b'0'
-0.202408,0.721814,b'0'
-0.202477,0.722121,b'0'
-0.202547,0.722427,b'0'
-0.202618,0.722733,b'0'
-0.20269,0.723039,b'0'
-0.202763,0.723345,b'0'
-0.202837,0.72365,b'0'
-0.202912,0.723955,b'0'
-0.202987,0.72426,b'0'
-0.203064,0.724565,b'0'
-0.203142,0.724869,b'0'
-0.20322,0.725173,b'0'
-0.2033,0.725477,b'0'
-0.20338,0.725781,b'0'
-0.203462,0.726084,b'0'
-0.203544,0.726387,b'0'
-0.203628,0.72669,b'0'
-0.203712,0.726993,b'0'
-0.203797,0.727295,b'0'
-0.203883,0.727597,b'0'
-0.203971,0.727899,b'0'
-0.204059,0.728201,b'0'
-0.204148,0.728502,b'0'
-0.204238,0.728803,b'0'
-0.204329,0.729104,b'0'
-0.204421,0.729404,b'0'
-0.204514,0.729704,b'0'
-0.204607,0.730004,b'0'
-0.204702,0.730304,b'0'
-0.204798,0.730603,b'0'
-0.204894,0.730902,b'0'
-0.204992,0.7312,b'0'
-0.20509,0.731499,b'0'
-0.20519,0.731797,b'0'
-0.20529,0.732094,b'0'
-0.205391,0.732392,b'0'
-0.205494,0.732689,b'0'
-0.205597,0.732986,b'0'
-0.205701,0.733282,b'0'
-0.205806,0.733578,b'0'
-0.205912,0.733874,b'0'
